county,county_fips,state,county_population,health_service_area_number,health_service_area,health_service_area_population,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated,epoch
Tehama County,06103,California,65084,697,"Butte (Chico), CA - Tehama, CA",312663,9.2,11.5,267.35,High,2022-12-22,1671696000
Yuba County,06115,California,78668,690,"Sutter (Yuba City), CA - Yuba, CA",197186,3.5,7.1,137.29,Low,2022-12-22,1671696000
Alpine County,06003,California,1129,701,"Washoe (Reno), NV - Carson City, NV",692072,3.3,8.1,88.57,Low,2022-12-22,1671696000
Butte County,06007,California,219186,697,"Butte (Chico), CA - Tehama, CA",312663,9.2,11.5,280.13,High,2022-12-22,1671696000
Colusa County,06011,California,21547,690,"Sutter (Yuba City), CA - Yuba, CA",197186,3.5,7.1,60.33,Low,2022-12-22,1671696000
Glenn County,06021,California,28393,697,"Butte (Chico), CA - Tehama, CA",312663,9.2,11.5,176.10,Medium,2022-12-22,1671696000
Imperial County,06025,California,181215,774,"San Diego (San Diego), CA - Imperial, CA",3519545,7.2,11.8,375.80,High,2022-12-22,1671696000
Madera County,06039,California,157327,718,"Fresno (Fresno), CA - Kings, CA",1309368,10.9,15.0,314.00,High,2022-12-22,1671696000
Marin County,06041,California,258826,764,"Sonoma (Santa Rosa), CA - Marin, CA",753162,5.4,11.9,163.82,Medium,2022-12-22,1671696000
Orange County,06059,California,3175692,825,"Orange, CA",3175692,6.9,15.0,312.37,High,2022-12-22,1671696000
San Bernardino County,06071,California,2180085,768,"San Bernardino, CA - Riverside (Riverside), CA",4650631,6.4,9.6,236.73,Medium,2022-12-22,1671696000
Sutter County,06101,California,96971,690,"Sutter (Yuba City), CA - Yuba, CA",197186,3.5,7.1,107.25,Low,2022-12-22,1671696000
Yolo County,06113,California,220500,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.4,16.6,55.78,Medium,2022-12-22,1671696000
Alameda County,06001,California,1671329,766,"Alameda (Oakland), CA - Contra Costa, CA",2824855,6.1,10.9,226.05,High,2022-12-22,1671696000
El Dorado County,06017,California,192843,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.4,16.6,133.27,Medium,2022-12-22,1671696000
Fresno County,06019,California,999101,718,"Fresno (Fresno), CA - Kings, CA",1309368,10.9,15.0,288.16,High,2022-12-22,1671696000
Humboldt County,06023,California,135558,800,"Humboldt, CA",135558,5.8,6.6,323.11,Medium,2022-12-22,1671696000
Inyo County,06027,California,18039,816,"Inyo, CA - Mono, CA",32483,3.0,0.0,881.42,Medium,2022-12-22,1671696000
Lake County,06033,California,64386,746,"Solano (Vallejo), CA - Napa, CA",649773,6.6,11.2,183.27,Medium,2022-12-22,1671696000
Mariposa County,06043,California,17203,737,"Stanislaus (Modesto), CA - Merced, CA",900021,9.5,15.4,186.01,Medium,2022-12-22,1671696000
Merced County,06047,California,277680,737,"Stanislaus (Modesto), CA - Merced, CA",900021,9.5,15.4,200.95,High,2022-12-22,1671696000
Mono County,06051,California,14444,816,"Inyo, CA - Mono, CA",32483,3.0,0.0,180.01,Low,2022-12-22,1671696000
Placer County,06061,California,398329,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.4,16.6,151.63,Medium,2022-12-22,1671696000
Sacramento County,06067,California,1552058,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.4,16.6,214.62,High,2022-12-22,1671696000
San Joaquin County,06077,California,762148,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,7.9,10.7,218.07,High,2022-12-22,1671696000
San Mateo County,06081,California,766573,757,"San Francisco (San Francisco), CA - San Mateo, CA",1648122,6.6,11.8,183.67,Medium,2022-12-22,1671696000
Santa Cruz County,06087,California,273213,802,"Santa Cruz, CA",273213,8.5,7.3,228.03,Medium,2022-12-22,1671696000
Solano County,06095,California,447643,746,"Solano (Vallejo), CA - Napa, CA",649773,6.6,11.2,208.20,High,2022-12-22,1671696000
Trinity County,06105,California,12285,710,"Shasta (Redding), CA - Trinity, CA",201206,5.1,3.0,618.64,Medium,2022-12-22,1671696000
Tulare County,06107,California,466195,789,"Tulare, CA",466195,10.3,13.1,304.38,High,2022-12-22,1671696000
Alpine County,06003,California,1129,701,"Washoe (Reno), NV - Carson City, NV",692072,3.8,9.0,0.00,Low,2022-12-29,1672300800
Butte County,06007,California,219186,697,"Butte (Chico), CA - Tehama, CA",312663,8.9,15.0,85.77,Medium,2022-12-29,1672300800
Colusa County,06011,California,21547,690,"Sutter (Yuba City), CA - Yuba, CA",197186,5.5,12.2,69.62,Medium,2022-12-29,1672300800
Glenn County,06021,California,28393,697,"Butte (Chico), CA - Tehama, CA",312663,8.9,15.0,95.09,Medium,2022-12-29,1672300800
Imperial County,06025,California,181215,774,"San Diego (San Diego), CA - Imperial, CA",3519545,7.7,13.8,227.35,High,2022-12-29,1672300800
Madera County,06039,California,157327,718,"Fresno (Fresno), CA - Kings, CA",1309368,11.8,14.9,133.48,Medium,2022-12-29,1672300800
Marin County,06041,California,258826,764,"Sonoma (Santa Rosa), CA - Marin, CA",753162,6.8,13.9,96.98,Medium,2022-12-29,1672300800
Orange County,06059,California,3175692,825,"Orange, CA",3175692,6.5,14.0,133.77,Medium,2022-12-29,1672300800
San Bernardino County,06071,California,2180085,768,"San Bernardino, CA - Riverside (Riverside), CA",4650631,6.6,10.2,148.62,Medium,2022-12-29,1672300800
Sutter County,06101,California,96971,690,"Sutter (Yuba City), CA - Yuba, CA",197186,5.5,12.2,124.78,Medium,2022-12-29,1672300800
Yolo County,06113,California,220500,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.7,14.9,81.63,Medium,2022-12-29,1672300800
Amador County,06005,California,39752,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,9.1,11.1,120.75,Medium,2022-12-29,1672300800
Contra Costa County,06013,California,1153526,766,"Alameda (Oakland), CA - Contra Costa, CA",2824855,6.6,11.6,138.88,Medium,2022-12-29,1672300800
Kings County,06031,California,152940,718,"Fresno (Fresno), CA - Kings, CA",1309368,11.8,14.9,162.81,Medium,2022-12-29,1672300800
Lassen County,06035,California,30573,780,"Lassen, CA - Plumas, CA",49380,0.2,0.0,81.77,Low,2022-12-29,1672300800
Mendocino County,06045,California,86749,811,"Mendocino, CA",86749,8.9,11.5,108.36,Medium,2022-12-29,1672300800
Nevada County,06057,California,99755,753,"Nevada, CA - Sierra, CA",102760,10.0,12.7,100.25,Medium,2022-12-29,1672300800
Plumas County,06063,California,18807,780,"Lassen, CA - Plumas, CA",49380,0.2,0.0,53.17,Low,2022-12-29,1672300800
Riverside County,06065,California,2470546,768,"San Bernardino, CA - Riverside (Riverside), CA",4650631,6.6,10.2,135.44,Medium,2022-12-29,1672300800
San Benito County,06069,California,62808,751,"Santa Clara (San Jose), CA - Monterey, CA",2424721,6.1,10.5,171.95,Medium,2022-12-29,1672300800
San Luis Obispo County,06079,California,283111,781,"Santa Barbara (Santa Barbara), CA - San Luis Obispo, CA",729610,7.1,9.6,107.38,Low,2022-12-29,1672300800
Santa Barbara County,06083,California,446499,781,"Santa Barbara (Santa Barbara), CA - San Luis Obispo, CA",729610,7.1,9.6,122.96,Low,2022-12-29,1672300800
Santa Clara County,06085,California,1927852,751,"Santa Clara (San Jose), CA - Monterey, CA",2424721,6.1,10.5,138.13,Medium,2022-12-29,1672300800
Siskiyou County,06093,California,43539,752,"Jackson (Medford), OR - Josephine, OR",351970,5.3,8.5,75.79,Low,2022-12-29,1672300800
Stanislaus County,06099,California,550660,737,"Stanislaus (Modesto), CA - Merced, CA",900021,10.2,17.3,93.52,Medium,2022-12-29,1672300800
Tuolumne County,06109,California,54478,737,"Stanislaus (Modesto), CA - Merced, CA",900021,10.2,17.3,154.19,Medium,2022-12-29,1672300800
Ventura County,06111,California,846006,790,"Ventura, CA",846006,7.7,11.1,113.36,Medium,2022-12-29,1672300800
Alameda County,06001,California,1671329,766,"Alameda (Oakland), CA - Contra Costa, CA",2824855,6.6,11.6,129.78,Medium,2022-12-29,1672300800
El Dorado County,06017,California,192843,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.7,14.9,77.26,Medium,2022-12-29,1672300800
Fresno County,06019,California,999101,718,"Fresno (Fresno), CA - Kings, CA",1309368,11.8,14.9,135.52,Medium,2022-12-29,1672300800
Humboldt County,06023,California,135558,800,"Humboldt, CA",135558,4.5,6.6,92.95,Low,2022-12-29,1672300800
Inyo County,06027,California,18039,816,"Inyo, CA - Mono, CA",32483,1.4,9.2,221.74,Medium,2022-12-29,1672300800
Lake County,06033,California,64386,746,"Solano (Vallejo), CA - Napa, CA",649773,8.4,14.2,93.19,Medium,2022-12-29,1672300800
Mariposa County,06043,California,17203,737,"Stanislaus (Modesto), CA - Merced, CA",900021,10.2,17.3,69.76,Medium,2022-12-29,1672300800
Merced County,06047,California,277680,737,"Stanislaus (Modesto), CA - Merced, CA",900021,10.2,17.3,115.60,Medium,2022-12-29,1672300800
Mono County,06051,California,14444,816,"Inyo, CA - Mono, CA",32483,1.4,9.2,138.47,Low,2022-12-29,1672300800
Placer County,06061,California,398329,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.7,14.9,97.91,Medium,2022-12-29,1672300800
Sacramento County,06067,California,1552058,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,9.7,14.9,118.55,Medium,2022-12-29,1672300800
San Joaquin County,06077,California,762148,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,9.1,11.1,110.48,Medium,2022-12-29,1672300800
San Mateo County,06081,California,766573,757,"San Francisco (San Francisco), CA - San Mateo, CA",1648122,6.1,8.9,115.06,Low,2022-12-29,1672300800
Santa Cruz County,06087,California,273213,802,"Santa Cruz, CA",273213,9.0,8.8,68.44,Low,2022-12-29,1672300800
Solano County,06095,California,447643,746,"Solano (Vallejo), CA - Napa, CA",649773,8.4,14.2,163.75,Medium,2022-12-29,1672300800
Trinity County,06105,California,12285,710,"Shasta (Redding), CA - Trinity, CA",201206,4.3,8.9,130.24,Low,2022-12-29,1672300800
Tulare County,06107,California,466195,789,"Tulare, CA",466195,10.5,9.7,164.09,Medium,2022-12-29,1672300800
Calaveras County,06009,California,45905,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,9.1,11.1,87.14,Medium,2022-12-29,1672300800
Del Norte County,06015,California,27812,738,"Coos, OR - Del Norte, CA",115224,5.4,13.0,168.99,Medium,2022-12-29,1672300800
Kern County,06029,California,900202,807,"Kern, CA",900202,7.2,8.4,149.19,Low,2022-12-29,1672300800
Modoc County,06049,California,8841,710,"Shasta (Redding), CA - Trinity, CA",201206,4.3,8.9,124.42,Low,2022-12-29,1672300800
Monterey County,06053,California,434061,751,"Santa Clara (San Jose), CA - Monterey, CA",2424721,6.1,10.5,81.79,Medium,2022-12-29,1672300800
Napa County,06055,California,137744,746,"Solano (Vallejo), CA - Napa, CA",649773,8.4,14.2,132.86,Medium,2022-12-29,1672300800
San Diego County,06073,California,3338330,774,"San Diego (San Diego), CA - Imperial, CA",3519545,7.7,13.8,158.64,Medium,2022-12-29,1672300800
San Francisco County,06075,California,881549,757,"San Francisco (San Francisco), CA - San Mateo, CA",1648122,6.1,8.9,129.89,Low,2022-12-29,1672300800
Shasta County,06089,California,180080,710,"Shasta (Redding), CA - Trinity, CA",201206,4.3,8.9,86.63,Low,2022-12-29,1672300800
Sierra County,06091,California,3005,753,"Nevada, CA - Sierra, CA",102760,10.0,12.7,33.28,Medium,2022-12-29,1672300800
Sonoma County,06097,California,494336,764,"Sonoma (Santa Rosa), CA - Marin, CA",753162,6.8,13.9,98.11,Medium,2022-12-29,1672300800
Tehama County,06103,California,65084,697,"Butte (Chico), CA - Tehama, CA",312663,8.9,15.0,124.45,Medium,2022-12-29,1672300800
Yuba County,06115,California,78668,690,"Sutter (Yuba City), CA - Yuba, CA",197186,5.5,12.2,137.29,Medium,2022-12-29,1672300800
Amador County,06005,California,39752,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,8.9,11.2,67.92,Medium,2023-01-05,1672905600
Contra Costa County,06013,California,1153526,766,"Alameda (Oakland), CA - Contra Costa, CA",2824855,7.0,12.2,128.04,Medium,2023-01-05,1672905600
Kings County,06031,California,152940,718,"Fresno (Fresno), CA - Kings, CA",1309368,11.8,13.1,129.46,Medium,2023-01-05,1672905600
Lassen County,06035,California,30573,780,"Lassen, CA - Plumas, CA",49380,1.6,8.1,62.15,Low,2023-01-05,1672905600
Mendocino County,06045,California,86749,811,"Mendocino, CA",86749,10.8,11.5,94.53,Medium,2023-01-05,1672905600
Nevada County,06057,California,99755,753,"Nevada, CA - Sierra, CA",102760,9.8,12.7,86.21,Medium,2023-01-05,1672905600
Plumas County,06063,California,18807,780,"Lassen, CA - Plumas, CA",49380,1.6,8.1,74.44,Low,2023-01-05,1672905600
Riverside County,06065,California,2470546,768,"San Bernardino, CA - Riverside (Riverside), CA",4650631,6.8,12.3,149.36,Medium,2023-01-05,1672905600
San Benito County,06069,California,62808,751,"Santa Clara (San Jose), CA - Monterey, CA",2424721,6.3,11.0,148.07,Medium,2023-01-05,1672905600
San Luis Obispo County,06079,California,283111,781,"Santa Barbara (Santa Barbara), CA - San Luis Obispo, CA",729610,7.0,9.3,105.61,Low,2023-01-05,1672905600
Santa Barbara County,06083,California,446499,781,"Santa Barbara (Santa Barbara), CA - San Luis Obispo, CA",729610,7.0,9.3,105.26,Low,2023-01-05,1672905600
Santa Clara County,06085,California,1927852,751,"Santa Clara (San Jose), CA - Monterey, CA",2424721,6.3,11.0,135.54,Medium,2023-01-05,1672905600
Siskiyou County,06093,California,43539,752,"Jackson (Medford), OR - Josephine, OR",351970,4.7,7.1,48.23,Low,2023-01-05,1672905600
Stanislaus County,06099,California,550660,737,"Stanislaus (Modesto), CA - Merced, CA",900021,9.1,14.0,108.96,Medium,2023-01-05,1672905600
Tuolumne County,06109,California,54478,737,"Stanislaus (Modesto), CA - Merced, CA",900021,9.1,14.0,174.38,Medium,2023-01-05,1672905600
Ventura County,06111,California,846006,790,"Ventura, CA",846006,8.4,12.5,131.32,Medium,2023-01-05,1672905600
Calaveras County,06009,California,45905,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,8.9,11.2,87.14,Medium,2023-01-05,1672905600
Del Norte County,06015,California,27812,738,"Coos, OR - Del Norte, CA",115224,7.0,16.5,161.80,Medium,2023-01-05,1672905600
Kern County,06029,California,900202,807,"Kern, CA",900202,7.5,11.3,92.31,Medium,2023-01-05,1672905600
Modoc County,06049,California,8841,710,"Shasta (Redding), CA - Trinity, CA",201206,4.8,7.5,113.11,Low,2023-01-05,1672905600
Monterey County,06053,California,434061,751,"Santa Clara (San Jose), CA - Monterey, CA",2424721,6.3,11.0,67.04,Medium,2023-01-05,1672905600
Napa County,06055,California,137744,746,"Solano (Vallejo), CA - Napa, CA",649773,9.3,14.3,102.36,Medium,2023-01-05,1672905600
San Diego County,06073,California,3338330,774,"San Diego (San Diego), CA - Imperial, CA",3519545,8.0,15.6,177.84,Medium,2023-01-05,1672905600
San Francisco County,06075,California,881549,757,"San Francisco (San Francisco), CA - San Mateo, CA",1648122,5.7,7.9,113.66,Low,2023-01-05,1672905600
Shasta County,06089,California,180080,710,"Shasta (Redding), CA - Trinity, CA",201206,4.8,7.5,91.63,Low,2023-01-05,1672905600
Sierra County,06091,California,3005,753,"Nevada, CA - Sierra, CA",102760,9.8,12.7,33.28,Medium,2023-01-05,1672905600
Sonoma County,06097,California,494336,764,"Sonoma (Santa Rosa), CA - Marin, CA",753162,7.6,14.2,96.70,Medium,2023-01-05,1672905600
Tehama County,06103,California,65084,697,"Butte (Chico), CA - Tehama, CA",312663,8.1,14.4,124.45,Medium,2023-01-05,1672905600
Yuba County,06115,California,78668,690,"Sutter (Yuba City), CA - Yuba, CA",197186,7.6,11.7,118.22,Medium,2023-01-05,1672905600
Alpine County,06003,California,1129,701,"Washoe (Reno), NV - Carson City, NV",692072,3.6,5.3,177.15,Low,2023-01-05,1672905600
Butte County,06007,California,219186,697,"Butte (Chico), CA - Tehama, CA",312663,8.1,14.4,70.26,Medium,2023-01-05,1672905600
Colusa County,06011,California,21547,690,"Sutter (Yuba City), CA - Yuba, CA",197186,7.6,11.7,46.41,Medium,2023-01-05,1672905600
Glenn County,06021,California,28393,697,"Butte (Chico), CA - Tehama, CA",312663,8.1,14.4,49.31,Medium,2023-01-05,1672905600
Imperial County,06025,California,181215,774,"San Diego (San Diego), CA - Imperial, CA",3519545,8.0,15.6,138.51,Medium,2023-01-05,1672905600
Los Angeles County,06037,California,10039107,824,"Los Angeles (Los Angeles), CA",10039107,7.3,14.3,165.70,Medium,2023-01-05,1672905600
Madera County,06039,California,157327,718,"Fresno (Fresno), CA - Kings, CA",1309368,11.8,13.1,121.40,Medium,2023-01-05,1672905600
Marin County,06041,California,258826,764,"Sonoma (Santa Rosa), CA - Marin, CA",753162,7.6,14.2,95.82,Medium,2023-01-05,1672905600
Orange County,06059,California,3175692,825,"Orange, CA",3175692,6.7,17.8,144.41,Medium,2023-01-05,1672905600
San Bernardino County,06071,California,2180085,768,"San Bernardino, CA - Riverside (Riverside), CA",4650631,6.8,12.3,158.34,Medium,2023-01-05,1672905600
Sutter County,06101,California,96971,690,"Sutter (Yuba City), CA - Yuba, CA",197186,7.6,11.7,109.31,Medium,2023-01-05,1672905600
Yolo County,06113,California,220500,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,10.2,18.5,88.89,Medium,2023-01-05,1672905600
Alameda County,06001,California,1671329,766,"Alameda (Oakland), CA - Contra Costa, CA",2824855,7.0,12.2,128.58,Medium,2023-01-05,1672905600
El Dorado County,06017,California,192843,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,10.2,18.5,81.41,Medium,2023-01-05,1672905600
Fresno County,06019,California,999101,718,"Fresno (Fresno), CA - Kings, CA",1309368,11.8,13.1,122.71,Medium,2023-01-05,1672905600
Humboldt County,06023,California,135558,800,"Humboldt, CA",135558,3.0,8.9,44.26,Low,2023-01-05,1672905600
Inyo County,06027,California,18039,816,"Inyo, CA - Mono, CA",32483,1.7,6.2,144.13,Low,2023-01-05,1672905600
Lake County,06033,California,64386,746,"Solano (Vallejo), CA - Napa, CA",649773,9.3,14.3,102.51,Medium,2023-01-05,1672905600
Mariposa County,06043,California,17203,737,"Stanislaus (Modesto), CA - Merced, CA",900021,9.1,14.0,81.38,Medium,2023-01-05,1672905600
Merced County,06047,California,277680,737,"Stanislaus (Modesto), CA - Merced, CA",900021,9.1,14.0,117.76,Medium,2023-01-05,1672905600
Mono County,06051,California,14444,816,"Inyo, CA - Mono, CA",32483,1.7,6.2,90.00,Low,2023-01-05,1672905600
Placer County,06061,California,398329,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,10.2,18.5,90.38,Medium,2023-01-05,1672905600
Sacramento County,06067,California,1552058,709,"Sacramento (Sacramento), CA - Placer, CA",2363730,10.2,18.5,113.85,Medium,2023-01-05,1672905600
San Joaquin County,06077,California,762148,750,"San Joaquin (Stockton), CA - Calaveras, CA",847805,8.9,11.2,120.06,Medium,2023-01-05,1672905600
San Mateo County,06081,California,766573,757,"San Francisco (San Francisco), CA - San Mateo, CA",1648122,5.7,7.9,107.62,Low,2023-01-05,1672905600
